250, 424, 1, 0, 0
350, 170, 1, 0, 0
450, 310, 1, 0, 0
550, 160, 1, 0, 0
650, 170, 1, 0, 0
750, 171, 1, 0, 0
850, 20, 1, 0, 0
950, 500, 1, 0, 0
1050, 570, 1, 0, 0
1150, 510, 1, 0, 0
1249, 525, 1, 0, 0
1349, 520, 1, 0, 0
1449, 580, 1, 0, 0
1549, 510, 1, 0, 0
1649, 590, 1, 0, 0
1750, 510, 1, 0, 0
1850, 630, 1, 0, 0
1950, 470, 1, 0, 0
2050, 580, 1, 0, 0
2150, 510, 1, 0, 0
2249, 454, 1, 0, 0
2349, 460, 1, 0, 0
2449, 660, 1, 0, 0
2549, 360, 1, 0, 0
2650, 490, 1, 0, 0
2749, 666, 1, 0, 0
2849, 500, 1, 0, 0
2949, 510, 1, 0, 0
3049, 510, 1, 0, 0
3149, 400, 1, 0, 0
3249, 180, 1, 0, 0
3349, 220, 1, 0, 0
3450, 170, 1, 0, 0
3550, 90, 1, 0, 0
3650, 170, 1, 0, 0
3749, 262, 1, 0, 0
3849, 420, 1, 0, 0
3949, 520, 1, 0, 0
4050, 600, 1, 0, 0
4150, 510, 1, 0, 0
4249, 606, 1, 0, 0
4349, 560, 1, 0, 0
4449, 570, 1, 0, 0
4549, 520, 1, 0, 0
4649, 530, 1, 0, 0
4749, 560, 1, 0, 0
4849, 520, 1, 0, 0
4949, 530, 1, 0, 0
5050, 520, 1, 0, 0
5150, 640, 1, 0, 0
5249, 575, 1, 0, 0
5349, 600, 1, 0, 0
5449, 510, 1, 0, 0
5549, 420, 1, 0, 0
5649, 620, 1, 0, 0
5749, 560, 1, 0, 0
5849, 670, 1, 0, 0
5949, 640, 1, 0, 0
6050, 550, 1, 0, 0
6150, 600, 1, 0, 0
6249, 171, 1, 0, 0
6349, 170, 1, 0, 0
6449, 170, 1, 0, 0
6549, 170, 1, 0, 0
6649, 80, 1, 0, 0
6750, 170, 1, 0, 0
6850, 170, 1, 0, 0
6950, 340, 1, 0, 0
7050, 510, 1, 0, 0
7150, 510, 1, 0, 0
7249, 525, 1, 0, 0
7349, 610, 1, 0, 0
7449, 470, 1, 0, 0
7550, 720, 1, 0, 0
7650, 560, 1, 0, 0
7749, 444, 1, 0, 0
7849, 620, 1, 0, 0
7949, 520, 1, 0, 0
8049, 510, 1, 0, 0
8149, 510, 1, 0, 0
8249, 520, 1, 0, 0
8349, 510, 1, 0, 0
8449, 560, 1, 0, 0
8549, 580, 1, 0, 0
8650, 560, 1, 0, 0
8749, 616, 1, 0, 0
8849, 550, 1, 0, 0
8949, 480, 1, 0, 0
9049, 570, 1, 0, 0
9149, 330, 1, 0, 0
9249, 170, 1, 0, 0
9349, 170, 1, 0, 0
9450, 50, 1, 0, 0
9550, 170, 1, 0, 0
9650, 170, 1, 0, 0
9749, 161, 1, 0, 0
9849, 520, 1, 0, 0
9949, 620, 1, 0, 0
10049, 560, 1, 0, 0
10149, 530, 1, 0, 0
10250, 510, 1, 0, 0
10350, 540, 1, 0, 0
10450, 510, 1, 0, 0
10550, 620, 1, 0, 0
10650, 510, 1, 0, 0
10749, 454, 1, 0, 0
10849, 530, 1, 0, 0
10949, 540, 1, 0, 0
11049, 500, 1, 0, 0
11149, 530, 1, 0, 0
11250, 560, 1, 0, 0
11350, 530, 1, 0, 0
11450, 510, 1, 0, 0
11550, 510, 1, 0, 0
11650, 540, 1, 0, 0
11749, 525, 1, 0, 0
11849, 620, 1, 0, 0
11949, 560, 1, 0, 0
12049, 620, 1, 0, 0
12149, 240, 1, 0, 0
12250, 170, 1, 0, 0
12350, 170, 1, 0, 0
12450, 180, 1, 0, 0
12550, 190, 1, 0, 0
12650, 200, 1, 0, 0
12749, 101, 1, 0, 0
12849, 270, 1, 0, 0
12949, 530, 1, 0, 0
13050, 610, 1, 0, 0
13150, 570, 1, 0, 0
13249, 555, 1, 0, 0
13349, 510, 1, 0, 0
13449, 510, 1, 0, 0
13549, 650, 1, 0, 0
13649, 510, 1, 0, 0
13749, 510, 1, 0, 0
13849, 570, 1, 0, 0
13949, 520, 1, 0, 0
14050, 560, 1, 0, 0
14150, 540, 1, 0, 0
14249, 535, 1, 0, 0
14349, 520, 1, 0, 0
14449, 590, 1, 0, 0
14549, 520, 1, 0, 0
14649, 560, 1, 0, 0
14749, 650, 1, 0, 0
14849, 650, 1, 0, 0
14949, 500, 1, 0, 0
15050, 450, 1, 0, 0
15150, 170, 1, 0, 0
15249, 141, 1, 0, 0
15349, 170, 1, 0, 0
15449, 190, 1, 0, 0
15549, 170, 1, 0, 0
15649, 170, 1, 0, 0
15749, 180, 1, 0, 0
15849, 530, 1, 0, 0
15949, 510, 1, 0, 0
16050, 510, 1, 0, 0
16150, 510, 1, 0, 0
16249, 525, 1, 0, 0
16349, 520, 1, 0, 0
16449, 510, 1, 0, 0
16549, 520, 1, 0, 0
16649, 520, 1, 0, 0
16749, 540, 1, 0, 0
16849, 600, 1, 0, 0
16949, 560, 1, 0, 0
17050, 560, 1, 0, 0
17150, 560, 1, 0, 0
17249, 515, 1, 0, 0
17349, 580, 1, 0, 0
17449, 540, 1, 0, 0
17549, 580, 1, 0, 0
17649, 640, 1, 0, 0
17749, 470, 1, 0, 0
17849, 510, 1, 0, 0
17949, 540, 1, 0, 0
18050, 370, 1, 0, 0
18150, 160, 1, 0, 0
18249, 262, 1, 0, 0
18349, 180, 1, 0, 0
18449, 170, 1, 0, 0
18549, 170, 1, 0, 0
18649, 270, 1, 0, 0
18750, 310, 1, 0, 0
18850, 370, 1, 0, 0
18950, 510, 1, 0, 0
19050, 490, 1, 0, 0
19150, 530, 1, 0, 0
19249, 373, 1, 0, 0
19349, 500, 1, 0, 0
19449, 510, 1, 0, 0
19549, 400, 1, 0, 0
19650, 450, 1, 0, 0
19749, 424, 1, 0, 0
19849, 510, 1, 0, 0
19949, 500, 1, 0, 0
20049, 510, 1, 0, 0
20149, 570, 1, 0, 0
20249, 530, 1, 0, 0
20349, 490, 1, 0, 0
20449, 640, 1, 0, 0
20550, 510, 1, 0, 0
20650, 520, 1, 0, 0
20749, 686, 1, 0, 0
20849, 570, 1, 0, 0
20949, 540, 1, 0, 0
21049, 430, 1, 0, 0
21149, 170, 1, 0, 0
21249, 170, 1, 0, 0
21349, 200, 1, 0, 0
21450, 170, 1, 0, 0
21550, 170, 1, 0, 0
21650, 170, 1, 0, 0
21749, 303, 1, 0, 0
21849, 520, 1, 0, 0
21949, 510, 1, 0, 0
22049, 520, 1, 0, 0
22149, 740, 1, 0, 0
22250, 540, 1, 0, 0
22350, 580, 1, 0, 0
22450, 490, 1, 0, 0
22550, 620, 1, 0, 0
22650, 520, 1, 0, 0
22749, 535, 1, 0, 0
22849, 510, 1, 0, 0
22949, 520, 1, 0, 0
23049, 560, 1, 0, 0
23149, 580, 1, 0, 0
23249, 500, 1, 0, 0
23349, 600, 1, 0, 0
23449, 340, 1, 0, 0
23550, 610, 1, 0, 0
23650, 510, 1, 0, 0
23749, 555, 1, 0, 0
23849, 500, 1, 0, 0
23949, 550, 1, 0, 0
24049, 360, 1, 0, 0
24149, 170, 1, 0, 0
24249, 200, 1, 0, 0
24349, 170, 1, 0, 0
24449, 170, 1, 0, 0
24550, 80, 1, 0, 0
24650, 170, 1, 0, 0
24749, 282, 1, 0, 0
24849, 510, 1, 0, 0
24949, 510, 1, 0, 0
25049, 580, 1, 0, 0
25149, 520, 1, 0, 0
25249, 520, 1, 0, 0
25349, 420, 1, 0, 0
25449, 700, 1, 0, 0
25549, 530, 1, 0, 0
25650, 500, 1, 0, 0
25749, 515, 1, 0, 0
25849, 510, 1, 0, 0
25949, 540, 1, 0, 0
26049, 540, 1, 0, 0
26149, 430, 1, 0, 0
26249, 630, 1, 0, 0
26349, 510, 1, 0, 0
26449, 400, 1, 0, 0
26549, 670, 1, 0, 0
26650, 340, 1, 0, 0
26750, 450, 1, 0, 0
26850, 660, 1, 0, 0
26950, 470, 1, 0, 0
27050, 420, 1, 0, 0
27150, 180, 1, 0, 0
27249, 151, 1, 0, 0
27349, 170, 1, 0, 0
27450, 170, 1, 0, 0
27550, 160, 1, 0, 0
27650, 410, 1, 0, 0
27749, 525, 1, 0, 0
27849, 500, 1, 0, 0
27949, 360, 1, 0, 0
28049, 610, 1, 0, 0
28149, 400, 1, 0, 0
28250, 450, 1, 0, 0
28350, 600, 1, 0, 0
28450, 500, 1, 0, 0
28550, 500, 1, 0, 0
28650, 610, 1, 0, 0
28749, 373, 1, 0, 0
28849, 580, 1, 0, 0
28949, 430, 1, 0, 0
29049, 640, 1, 0, 0
29149, 580, 1, 0, 0
29250, 520, 1, 0, 0
29350, 660, 1, 0, 0
29450, 510, 1, 0, 0
29550, 510, 1, 0, 0
29650, 640, 1, 0, 0
29749, 616, 1, 0, 0
29849, 610, 1, 0, 0
29949, 520, 1, 0, 0
30049, 650, 1, 0, 0
30149, 550, 1, 0, 0
30250, 340, 1, 0, 0
30350, 60, 1, 0, 0
30450, 170, 1, 0, 0
30550, 170, 1, 0, 0
30650, 110, 1, 0, 0
30749, 171, 1, 0, 0
30849, 380, 1, 0, 0
30949, 590, 1, 0, 0
31050, 630, 1, 0, 0
31150, 510, 1, 0, 0
31249, 515, 1, 0, 0
31349, 530, 1, 0, 0
31449, 510, 1, 0, 0
31549, 680, 1, 0, 0
31649, 510, 1, 0, 0
31749, 510, 1, 0, 0
31849, 510, 1, 0, 0
31949, 510, 1, 0, 0
32050, 540, 1, 0, 0
32150, 510, 1, 0, 0
32249, 686, 1, 0, 0
32349, 580, 1, 0, 0
32449, 520, 1, 0, 0
32549, 570, 1, 0, 0
32649, 670, 1, 0, 0
32749, 510, 1, 0, 0
32849, 510, 1, 0, 0
32949, 530, 1, 0, 0
33050, 510, 1, 0, 0
33150, 640, 1, 0, 0
33249, 494, 1, 0, 0
33349, 170, 1, 0, 0
33449, 170, 1, 0, 0
33549, 170, 1, 0, 0
33649, 100, 1, 0, 0
33750, 170, 1, 0, 0
33850, 170, 1, 0, 0
33950, 80, 1, 0, 0
34050, 480, 1, 0, 0
34150, 560, 1, 0, 0
34249, 595, 1, 0, 0
34349, 510, 1, 0, 0
34449, 580, 1, 0, 0
34549, 510, 1, 0, 0
34649, 520, 1, 0, 0
34749, 590, 1, 0, 0
34850, 510, 1, 0, 0
34950, 710, 1, 0, 0
35050, 510, 1, 0, 0
35150, 510, 1, 0, 0
35249, 595, 1, 0, 0
35349, 520, 1, 0, 0
35449, 510, 1, 0, 0
35549, 530, 1, 0, 0
35649, 690, 1, 0, 0
35750, 540, 1, 0, 0
35850, 390, 1, 0, 0
35950, 510, 1, 0, 0
36050, 560, 1, 0, 0
36150, 580, 1, 0, 0
36249, 181, 1, 0, 0
36349, 180, 1, 0, 0
36449, 190, 1, 0, 0
36550, 170, 1, 0, 0
36650, 170, 1, 0, 0
36749, 131, 1, 0, 0
36849, 170, 1, 0, 0
36949, 390, 1, 0, 0
37049, 620, 1, 0, 0
37149, 530, 1, 0, 0
37249, 610, 1, 0, 0
37349, 550, 1, 0, 0
37449, 510, 1, 0, 0
37550, 540, 1, 0, 0
37650, 560, 1, 0, 0
37749, 555, 1, 0, 0
37849, 510, 1, 0, 0
37949, 520, 1, 0, 0
38049, 510, 1, 0, 0
38149, 650, 1, 0, 0
38249, 510, 1, 0, 0
38349, 560, 1, 0, 0
38449, 510, 1, 0, 0
38550, 510, 1, 0, 0
38650, 570, 1, 0, 0
38749, 525, 1, 0, 0
38849, 510, 1, 0, 0
38949, 480, 1, 0, 0
39049, 510, 1, 0, 0
39149, 510, 1, 0, 0
39249, 350, 1, 0, 0
39349, 160, 1, 0, 0
39450, 170, 1, 0, 0
39550, 170, 1, 0, 0
39650, 180, 1, 0, 0
39749, 171, 1, 0, 0
39849, 180, 1, 0, 0
39949, 280, 1, 0, 0
40049, 490, 1, 0, 0
40150, 530, 1, 0, 0
40249, 545, 1, 0, 0
40349, 540, 1, 0, 0
40449, 510, 1, 0, 0
40549, 510, 1, 0, 0
40649, 590, 1, 0, 0
40749, 620, 1, 0, 0
40849, 530, 1, 0, 0
40949, 590, 1, 0, 0
41049, 420, 1, 0, 0
41150, 600, 1, 0, 0
41249, 535, 1, 0, 0
41349, 520, 1, 0, 0
41449, 490, 1, 0, 0
41549, 550, 1, 0, 0
41649, 510, 1, 0, 0
41749, 520, 1, 0, 0
41849, 510, 1, 0, 0
41949, 510, 1, 0, 0
42049, 670, 1, 0, 0
42149, 450, 1, 0, 0
42250, 520, 1, 0, 0
42350, 170, 1, 0, 0
42450, 170, 1, 0, 0
42550, 170, 1, 0, 0
42650, 110, 1, 0, 0
42749, 171, 1, 0, 0
42849, 170, 1, 0, 0
42950, 170, 1, 0, 0
43050, 510, 1, 0, 0
43150, 510, 1, 0, 0
43249, 454, 1, 0, 0
43349, 620, 1, 0, 0
43449, 470, 1, 0, 0
43549, 520, 1, 0, 0
43649, 650, 1, 0, 0
43749, 530, 1, 0, 0
43849, 510, 1, 0, 0
43949, 520, 1, 0, 0
44050, 510, 1, 0, 0
44150, 530, 1, 0, 0
44249, 515, 1, 0, 0
44349, 650, 1, 0, 0
44449, 380, 1, 0, 0
44549, 640, 1, 0, 0
44649, 520, 1, 0, 0
44749, 510, 1, 0, 0
44849, 510, 1, 0, 0
44949, 570, 1, 0, 0
45049, 600, 1, 0, 0
45150, 520, 1, 0, 0
45249, 262, 1, 0, 0
45349, 170, 1, 0, 0
45449, 130, 1, 0, 0
45549, 170, 1, 0, 0
45649, 170, 1, 0, 0
45749, 170, 1, 0, 0
45850, 50, 1, 0, 0
45950, 630, 1, 0, 0
46050, 560, 1, 0, 0
46150, 530, 1, 0, 0
46249, 515, 1, 0, 0
46349, 640, 1, 0, 0
46449, 640, 1, 0, 0
46549, 660, 1, 0, 0
46649, 570, 1, 0, 0
46750, 550, 1, 0, 0
46850, 590, 1, 0, 0
46950, 560, 1, 0, 0
47050, 530, 1, 0, 0
47150, 530, 1, 0, 0
47249, 585, 1, 0, 0
47349, 550, 1, 0, 0
47449, 610, 1, 0, 0
47549, 550, 1, 0, 0
47649, 510, 1, 0, 0
47749, 490, 1, 0, 0
47849, 670, 1, 0, 0
47950, 440, 1, 0, 0
48050, 490, 1, 0, 0
48150, 340, 1, 0, 0
48249, 171, 1, 0, 0
48349, 230, 1, 0, 0
48449, 160, 1, 0, 0
48549, 170, 1, 0, 0
48650, 180, 1, 0, 0
48749, 171, 1, 0, 0
48849, 150, 1, 0, 0
48949, 440, 1, 0, 0
49049, 410, 1, 0, 0
49149, 530, 1, 0, 0
49249, 570, 1, 0, 0
49349, 640, 1, 0, 0
49449, 530, 1, 0, 0
49550, 560, 1, 0, 0
49650, 570, 1, 0, 0
49749, 515, 1, 0, 0
49849, 450, 1, 0, 0
49949, 500, 1, 0, 0
50049, 510, 1, 0, 0
50149, 500, 1, 0, 0
50249, 770, 1, 0, 0
50350, 360, 1, 0, 0
50450, 520, 1, 0, 0
50550, 720, 1, 0, 0
50650, 510, 1, 0, 0
50749, 515, 1, 0, 0
50849, 630, 1, 0, 0
50949, 390, 1, 0, 0
51049, 520, 1, 0, 0
51149, 10, 1, 0, 0
51250, 170, 1, 0, 0
51350, 190, 1, 0, 0
51450, 170, 1, 0, 0
51550, 170, 1, 0, 0
51650, 170, 1, 0, 0
51749, 171, 1, 0, 0
51849, 610, 1, 0, 0
51949, 580, 1, 0, 0
52050, 520, 1, 0, 0
52150, 510, 1, 0, 0
52249, 555, 1, 0, 0
52349, 590, 1, 0, 0
52449, 550, 1, 0, 0
52549, 500, 1, 0, 0
52649, 540, 1, 0, 0
52749, 510, 1, 0, 0
52849, 530, 1, 0, 0
52949, 510, 1, 0, 0
53050, 540, 1, 0, 0
53150, 530, 1, 0, 0
53249, 515, 1, 0, 0
53349, 510, 1, 0, 0
53449, 520, 1, 0, 0
53549, 570, 1, 0, 0
53649, 510, 1, 0, 0
53749, 510, 1, 0, 0
53849, 560, 1, 0, 0
53949, 570, 1, 0, 0
54049, 360, 1, 0, 0
54149, 150, 1, 0, 0
54250, 170, 1, 0, 0
54350, 180, 1, 0, 0
54450, 230, 1, 0, 0
54550, 170, 1, 0, 0
54650, 120, 1, 0, 0
54749, 363, 1, 0, 0
54849, 700, 1, 0, 0
54949, 660, 1, 0, 0
55050, 530, 1, 0, 0
55150, 510, 1, 0, 0
55249, 555, 1, 0, 0
55349, 610, 1, 0, 0
55449, 510, 1, 0, 0
55549, 510, 1, 0, 0
55649, 550, 1, 0, 0
55749, 640, 1, 0, 0
55849, 540, 1, 0, 0
55950, 560, 1, 0, 0
56050, 540, 1, 0, 0
56150, 590, 1, 0, 0
56249, 535, 1, 0, 0
56349, 560, 1, 0, 0
56449, 660, 1, 0, 0
56549, 530, 1, 0, 0
56649, 520, 1, 0, 0
56749, 570, 1, 0, 0
56849, 600, 1, 0, 0
56950, 380, 1, 0, 0
57050, 200, 1, 0, 0
57150, 210, 1, 0, 0
57249, 171, 1, 0, 0
57349, 170, 1, 0, 0
57449, 170, 1, 0, 0
57550, 160, 1, 0, 0
57650, 190, 1, 0, 0
57749, 525, 1, 0, 0
57849, 610, 1, 0, 0
57949, 460, 1, 0, 0
58049, 390, 1, 0, 0
58149, 10, 1, 0, 0
58250, 540, 1, 0, 0
58350, 550, 1, 0, 0
58450, 510, 1, 0, 0
58550, 560, 1, 0, 0
58650, 520, 1, 0, 0
58749, 535, 1, 0, 0
58849, 510, 1, 0, 0
58949, 520, 1, 0, 0
59049, 510, 1, 0, 0
59149, 670, 1, 0, 0
59250, 520, 1, 0, 0
59350, 510, 1, 0, 0
59450, 530, 1, 0, 0
59550, 540, 1, 0, 0
59650, 540, 1, 0, 0
59749, 515, 1, 0, 0
59849, 510, 1, 0, 0
59949, 170, 1, 0, 0
60049, 180, 1, 0, 0
60149, 170, 1, 0, 0
60250, 170, 1, 0, 0
60350, 170, 1, 0, 0
60450, 170, 1, 0, 0
60550, 80, 1, 0, 0
60650, 430, 1, 0, 0
60749, 555, 1, 0, 0
60849, 510, 1, 0, 0
60949, 510, 1, 0, 0
61049, 510, 1, 0, 0
61150, 520, 1, 0, 0
61249, 595, 1, 0, 0
61349, 510, 1, 0, 0
61449, 560, 1, 0, 0
61549, 510, 1, 0, 0
61649, 520, 1, 0, 0
61749, 540, 1, 0, 0
61849, 620, 1, 0, 0
61950, 480, 1, 0, 0
62050, 430, 1, 0, 0
62150, 540, 1, 0, 0
62249, 434, 1, 0, 0
62349, 510, 1, 0, 0
62449, 420, 1, 0, 0
62549, 530, 1, 0, 0
62649, 430, 1, 0, 0
62750, 460, 1, 0, 0
62850, 310, 1, 0, 0
62950, 260, 1, 0, 0
63050, 170, 1, 0, 0
63150, 70, 1, 0, 0
63249, 171, 1, 0, 0
63349, 170, 1, 0, 0
63450, 110, 1, 0, 0
63550, 230, 1, 0, 0
63650, 450, 1, 0, 0
63749, 676, 1, 0, 0
63849, 460, 1, 0, 0
63949, 400, 1, 0, 0
64049, 500, 1, 0, 0
64149, 510, 1, 0, 0
64249, 510, 1, 0, 0
64349, 390, 1, 0, 0
64450, 560, 1, 0, 0
64550, 470, 1, 0, 0
64650, 500, 1, 0, 0
64749, 393, 1, 0, 0
64849, 510, 1, 0, 0
64949, 460, 1, 0, 0
65049, 390, 1, 0, 0
65149, 540, 1, 0, 0
65249, 670, 1, 0, 0
65350, 490, 1, 0, 0
65450, 570, 1, 0, 0
65550, 580, 1, 0, 0
65650, 360, 1, 0, 0
65749, 343, 1, 0, 0
65849, 180, 1, 0, 0
65949, 230, 1, 0, 0
66050, 170, 1, 0, 0
66150, 160, 1, 0, 0
66249, 191, 1, 0, 0
66349, 180, 1, 0, 0
66449, 190, 1, 0, 0
66549, 480, 1, 0, 0
66650, 440, 1, 0, 0
66749, 515, 1, 0, 0
66849, 490, 1, 0, 0
66949, 430, 1, 0, 0
67049, 600, 1, 0, 0
67149, 380, 1, 0, 0
